highestBiostratigraphicZone	nomenclaturalStatus	associatedTaxa	latestEpochOrHighestSeries	informationWithheld	minimumDistanceAboveSurfaceInMeters	behavior	verbatimLongitude	countryCode	associatedSequences	habitat	islandGroup	nomenclaturalCode	earliestEonOrLowestEonothem	year	taxonID	continent	nameAccordingTo	latestEraOrHighestErathem	eventID	nameAccordingToID	decimalLongitude	identifiedBy	latestEonOrHighestEonothem	catalogNumber	eventRemarks	taxonRank	verbatimDepth	originalNameUsageID	rightsHolder	lowestBiostratigraphicZone	bibliographicCitation	island	associatedMedia	group	endDayOfYear	individualCount	occurrenceRemarks	disposition	collectionID	earliestPeriodOrLowestSystem	county	eventDate	earliestEpochOrLowestSeries	formation	references	language	decimalLatitude	startDayOfYear	fieldNotes	municipality	namePublishedInYear	associatedReferences	georeferenceVerificationStatus	datasetName	locality	identificationID	type	scientificNameID	verbatimLatitude	occurrenceID	verbatimTaxonRank	verbatimSRS	order	georeferenceProtocol	locationAccordingTo	originalNameUsage	geodeticDatum	infraspecificEpithet	establishmentMeans	parentNameUsage	taxonRemarks	footprintSRS	collectionCode	class	family	footprintWKT	georeferenceRemarks	lithostratigraphicTerms	geologicalContextID	dateIdentified	higherGeographyID	pointRadiusSpatialFit	dynamicProperties	verbatimLocality	modified	month	earliestEraOrLowestErathem	samplingProtocol	footprintSpatialFit	namePublishedIn	georeferenceSources	identificationRemarks	taxonConceptID	accessRights	lifeStage	acceptedNameUsage	verbatimEventDate	typeStatus	maximumDepthInMeters	preparations	georeferencedDate	institutionID	verbatimCoordinates	vernacularName	bed	minimumElevationInMeters	maximumElevationInMeters	rights	scientificName	identificationReferences	day	fieldNumber	parentNameUsageID	acceptedNameUsageID	identificationQualifier	dataGeneralizations	sex	previousIdentifications	georeferencedBy	latestPeriodOrHighestSystem	kingdom	basisOfRecord	verbatimCoordinateSystem	waterBody	phylum	ownerInstitutionCode	latestAgeOrHighestStage	occurrenceStatus	higherClassification	institutionCode	recordedBy	datasetID	individualID	samplingEffort	member	scientificNameAuthorship	locationID	higherGeography	genus	associatedOccurrences	verbatimElevation	maximumDistanceAboveSurfaceInMeters	minimumDepthInMeters	stateProvince	taxonomicStatus	specificEpithet	subgenus	coordinatePrecision	eventTime	country	coordinateUncertaintyInMeters	identificationVerificationStatus	otherCatalogNumbers	earliestAgeOrLowestStage	recordNumber	reproductiveCondition	locationRemarks	namePublishedInID
								US				ICZN		1948		North America								3030		species									131	1					Santa Barbara	1948-05-10				en		131							Santa Barbara, Santa Barbara Botanic Garden		PhysicalObject			urn:catalog:CCBER:Mammals:3030			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 192	North America; United States; California; Santa Barbara County; Santa Barbara, Santa Barbara Botanic Garden	2013-12-24	5									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus boylii		10						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Bailey, Robert							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		boylii				United States					13			
								US				ICZN		1953		North America								3031		species									81	1					Riverside	1953-03-22				en		81							Colorado Desert		PhysicalObject			urn:catalog:CCBER:Mammals:3031			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 175	North America; United States; California; Riverside County; Colorado Desert	2013-12-24	3														Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus eremicus		22						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Lewin, Eva							North America;United States;California;Riverside County;;;;	Peromyscus					California		eremicus				United States					5			
								US				ICZN		1948		North America								3032		species									136	1					Santa Barbara	1948-05-15				en		136							Santa Barbara, Santa Barbara Botanic Garden		PhysicalObject			urn:catalog:CCBER:Mammals:3032			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 193	North America; United States; California; Santa Barbara County; Santa Barbara, Santa Barbara Botanic Garden	2013-12-24	5									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus boylii		15						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Bailey, Robert							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		boylii				United States					21			
								US				ICZN		1961		North America								3033		species									15	1					Santa Barbara	1961-01-15				en		15							1 mi. E Trout Club		PhysicalObject			urn:catalog:CCBER:Mammals:3033			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 186	North America; United States; California; Santa Barbara County; 1 mi. E Trout Club	2013-12-24	1									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus boylii		15						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Murie, M.							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		boylii				United States					414			
								US				ICZN		1953		North America								3034		species									81	1					Riverside	1953-03-22				en		81							Colorado Desert		PhysicalObject			urn:catalog:CCBER:Mammals:3034			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 146	North America; United States; California; Riverside County; Colorado Desert	2013-12-24	3									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus eremicus		22						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Lewin, Eva							North America;United States;California;Riverside County;;;;	Peromyscus					California		eremicus				United States					4			
								US				ICZN		1949		North America								3035		species									139	1					Santa Barbara	1949-05-19				en		139							Santa Barbara, Oak Park		PhysicalObject			urn:catalog:CCBER:Mammals:3035			Rodentia						native				Mammals	Mammalia	Geomyidae								total length in mm: 257	North America; United States; California; Santa Barbara County; Santa Barbara, Oak Park	2013-12-24	5									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Thomomys bottae		19						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Geomyidae:Thomomys	CCBER	Wilson, Harold							North America;United States;California;Santa Barbara County;;;;	Thomomys					California		bottae				United States					8			
								US				ICZN		1961		North America								3036		species									328	1					San Mateo	1961-11-24				en		328							Belmont Slough		PhysicalObject			urn:catalog:CCBER:Mammals:3036			Rodentia						native				Mammals	Mammalia	Muridae								total length in mm: 150	North America; United States; California; San Mateo County; Belmont Slough	2013-12-24	11									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Mus musculus		24						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Mus	CCBER	Leffler, S.							North America;United States;California;San Mateo County;;;;	Mus					California		musculus				United States					62			
								US				ICZN		1932		North America								3037		species									67	1					Marin	1932-03-07				en		67							Pt. Reyes		PhysicalObject			urn:catalog:CCBER:Mammals:3037			Soricomorpha						native				Mammals	Mammalia	Soricidae									North America; United States; California; Marin County; Pt. Reyes	2013-12-24	3																						http://creativecommons.org/publicdomain/zero/1.0/	Sorex pacificus		7						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Soricomorpha:Soricidae:Sorex	CCBER	Cushing, John							North America;United States;California;Marin County;;;;	Sorex					California		pacificus				United States								
								US				ICZN		1960		North America								3968		species									355	1					Riverside	1960-12-20				en		355							Cactus Valley, Goodhart Ranch		PhysicalObject			urn:catalog:CCBER:Mammals:3968			Lagomorpha						native				Mammals	Mammalia	Leporidae									North America; United States; California; Riverside County; Cactus Valley, Goodhart Ranch	2013-12-24	12														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Sylvilagus audubonii		20										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Lagomorpha:Leporidae:Sylvilagus	CCBER								North America;United States;California;Riverside County;;;;	Sylvilagus					California		audubonii				United States								
								US				ICZN		1967		North America								3982		species									91	1	Collected in April 1967				Santa Barbara	1967-04-01				en		91							Santa Cruz Island, about 4 mi. E of West Point		PhysicalObject			urn:catalog:CCBER:Mammals:3982			Artiodactyla						native				Mammals	Mammalia	Suidae									North America; United States; California; Santa Barbara County; Santa Cruz Island, about 4 mi. E of West Point	2013-12-24	4									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Sus scrofa		1						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Artiodactyla:Suidae:Sus	CCBER	Hattier, Harold							North America;United States;California;Santa Barbara County;;;;	Sus					California		scrofa				United States								
								US				ICZN		1973		North America								3986		species									295	1					Santa Barbara	1973-10-22				en		295							Goleta, Storke Rd., ~500yards from Hollister Ave.		PhysicalObject			urn:catalog:CCBER:Mammals:3986			Didelphimorphia						native				Mammals	Mammalia	Didelphidae								total length in mm: 635	North America; United States; California; Santa Barbara County; Goleta, Storke Rd., ~500yards from Hollister Ave.	2013-12-24	10									immature					Skull - 1; Mounted - 1								http://creativecommons.org/publicdomain/zero/1.0/	Didelphis virginiana		22						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Didelphimorphia:Didelphidae:Didelphis	CCBER	Dahlman, Tony							North America;United States;California;Santa Barbara County;;;;	Didelphis					California		virginiana				United States								
								US				ICZN		1970		North America								4006		species									105	1					Santa Barbara	1970-04-15				en		105							Santa Barbara, Cathedral Oaks Rd.		PhysicalObject			urn:catalog:CCBER:Mammals:4006			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 482	North America; United States; California; Santa Barbara County; Santa Barbara, Cathedral Oaks Rd.	2013-12-24	4									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus beecheyi		15						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER	Abello, Neal							North America;United States;California;Santa Barbara County;;;;	Spermophilus					California		beecheyi				United States					2			
								US				ICZN		1969		North America								4014		subspecies									54	1					Santa Barbara	1969-02-23				en		54							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:4014			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae									North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	2									immature					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		23						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Laughrin, Lyndal							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States					110			
								US				ICZN		1969		North America								4015		subspecies									55	1					Santa Barbara	1969-02-24				en		55							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:4015			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 176	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	2														Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		24										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Laughrin, Lyndal							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1987		North America								20499		species									244	1	Dead in field; Collected in September 1987				Santa Barbara	1987-09-01				en		244							Head of Corrales Cyn., spring 1/2 mi. SW Ranger Peak		PhysicalObject			urn:catalog:CCBER:Mammals:20499			Carnivora						native				Mammals	Mammalia	Mephitidae									North America; United States; California; Santa Barbara County; Head of Corrales Cyn., spring 1/2 mi. SW Ranger Peak	2013-12-24	9														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Mephitis mephitis		1										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Mephitis	CCBER	Sweet, Samuel							North America;United States;California;Santa Barbara County;;;;	Mephitis					California		mephitis				United States			Pp 88-3					
								US				ICZN		1988		North America								21261		species									18	1	Dead on road				Santa Barbara	1988-01-17				en		18							Hwy. 101, 3.1 mi. NW Los Alamos		PhysicalObject			urn:catalog:CCBER:Mammals:21261			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Santa Barbara County; Hwy. 101, 3.1 mi. NW Los Alamos	2013-12-24	1														Skeleton - 1; Flat Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Canis latrans		17						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Canis	CCBER	Mendelson, Joseph							North America;United States;California;Santa Barbara County;;;;	Canis					California		latrans				United States			Pp 88-25					
								US				ICZN		1950		North America								4294		species									111	1					Santa Barbara	1950-04-21				en		111							San Marcos Pass Rd.		PhysicalObject			urn:catalog:CCBER:Mammals:4294			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 223	North America; United States; California; Santa Barbara County; San Marcos Pass Rd.	2013-12-24	4														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		21						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Merkel, Dalton							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States								
								US				ICZN		1950		North America								4295		species									104	1					Santa Barbara	1950-04-14				en		104							San Marcos Pass Rd.		PhysicalObject			urn:catalog:CCBER:Mammals:4295			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 226	North America; United States; California; Santa Barbara County; San Marcos Pass Rd.	2013-12-24	4														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		14						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Merkel, Dalton							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States								
								US				ICZN		1950		North America								4296		species									104	1					Santa Barbara	1950-04-14				en		104							San Marcos Pass Rd.		PhysicalObject			urn:catalog:CCBER:Mammals:4296			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 220	North America; United States; California; Santa Barbara County; San Marcos Pass Rd.	2013-12-24	4														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		14						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Merkel, Dalton							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States								
								US				ICZN		1950		North America								4297		species									139	1					Santa Barbara	1950-05-19				en		139							Santa Barbara, Tunnel Rd.		PhysicalObject			urn:catalog:CCBER:Mammals:4297			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 249	North America; United States; California; Santa Barbara County; Santa Barbara, Tunnel Rd.	2013-12-24	5														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		19						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Merkel, Dalton							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States								
								US				ICZN		1964		North America						George, Sarah		3039		species									166	1					San Mateo	1964-06-14				en		166							Jasper Ridge Biol. Site		PhysicalObject			urn:catalog:CCBER:Mammals:3039			Soricomorpha						native				Mammals	Mammalia	Soricidae									North America; United States; California; San Mateo County; Jasper Ridge Biol. Site	2013-12-24	6									immature					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Sorex ornatus		14										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Soricomorpha:Soricidae:Sorex	CCBER	Schulte, J.							North America;United States;California;San Mateo County;;;;	Sorex					California		ornatus				United States					21			
								US				ICZN		1964		North America								3040		species									133	1					Santa Barbara	1964-05-12				en		133							Montecitio		PhysicalObject			urn:catalog:CCBER:Mammals:3040			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 320	North America; United States; California; Santa Barbara County; Montecitio	2013-12-24	5									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Neotoma fuscipes		12						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	CCBER	Brachman , Mike							North America;United States;California;Santa Barbara County;;;;	Neotoma					California		fuscipes				United States					8			
								US				ICZN		1964		North America								3042		species									117	1					Kern	1964-04-26				en		117							Jawbone Canyon, 20 mi. N Mojave		PhysicalObject			urn:catalog:CCBER:Mammals:3042			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 165	North America; United States; California; Kern County; Jawbone Canyon, 20 mi. N Mojave	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus		26						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Otey, D.							North America;United States;California;Kern County;;;;	Peromyscus					California		maniculatus				United States					6			
								US				ICZN		1948		North America								3043		species									132	1					Santa Barbara	1948-05-11				en		132							Santa Barbara, Santa Barbara Botanic Garden		PhysicalObject			urn:catalog:CCBER:Mammals:3043			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 183	North America; United States; California; Santa Barbara County; Santa Barbara, Santa Barbara Botanic Garden	2013-12-24	5									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus boylii		11						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Bailey, Robert							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		boylii				United States					17			
								US				ICZN		1948		North America								3044		species									114	1					Santa Barbara	1948-04-23				en		114							20 mi. N of Mojave, Jawbone Canyon		PhysicalObject			urn:catalog:CCBER:Mammals:3044			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 250	North America; United States; California; Santa Barbara County; 20 mi. N of Mojave, Jawbone Canyon	2013-12-24	4									immature					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Neotoma lepida		23						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	CCBER	Holman, B.							North America;United States;California;Santa Barbara County;;;;	Neotoma					California		lepida				United States					1			
								US				ICZN		1964		North America								3046		species									117	1					Kern	1964-04-26				en		117							Jawbone Canyon		PhysicalObject			urn:catalog:CCBER:Mammals:3046			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 285	North America; United States; California; Kern County; Jawbone Canyon	2013-12-24	4									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Neotoma lepida		26						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	CCBER	Otey, D.							North America;United States;California;Kern County;;;;	Neotoma					California		lepida				United States					5			
								US				ICZN		1964		North America								3047		species									118	1					Kern	1964-04-27				en		118							Jawbone Canyon		PhysicalObject			urn:catalog:CCBER:Mammals:3047			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 264	North America; United States; California; Kern County; Jawbone Canyon	2013-12-24	4									juvenile					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Neotoma lepida		27						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	CCBER	Hammerschmidt, Terry							North America;United States;California;Kern County;;;;	Neotoma					California		lepida				United States					7			
								US				ICZN		1964		North America								3048		species									172	1					Mono	1964-06-20				en		172							Bridgeport		PhysicalObject			urn:catalog:CCBER:Mammals:3048			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 264	North America; United States; California; Mono County; Bridgeport	2013-12-24	6									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus lateralis		20						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER	Schulte, J.							North America;United States;California;Mono County;;;;	Spermophilus					California		lateralis				United States					23			
								US				ICZN		1946		North America								3049		species									96	1					Kern	1946-04-06				en		96							Last Chance Canyon, El Paso Mtns., 26 mi. NE Mojave		PhysicalObject			urn:catalog:CCBER:Mammals:3049			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 177	North America; United States; California; Kern County; Last Chance Canyon, El Paso Mtns., 26 mi. NE Mojave	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus leucopus		6						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Erickson, Mary							North America;United States;California;Kern County;;;;	Peromyscus					California		leucopus				United States					1093			
								US				ICZN		1949		North America								3051		species									86	1					Riverside	1949-03-27				en		86							Whitewater Canyon		PhysicalObject			urn:catalog:CCBER:Mammals:3051			Rodentia						native				Mammals	Mammalia	Heteromyidae								total length in mm: 247	North America; United States; California; Riverside County; Whitewater Canyon	2013-12-24	3									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Dipodomys merriami		27						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	CCBER	Erickson, Mary							North America;United States;California;Riverside County;;;;	Dipodomys					California		merriami				United States					1247			
								US				ICZN		1953		North America								3052		species									65	1					Fresno	1953-03-06				en		65							Sulphur Well, 4 mi. W Coalinga		PhysicalObject			urn:catalog:CCBER:Mammals:3052			Rodentia						native				Mammals	Mammalia	Heteromyidae								total length in mm: 270	North America; United States; California; Fresno County; Sulphur Well, 4 mi. W Coalinga	2013-12-24	3														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Dipodomys agilis		6						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	CCBER	Wilson, Harold							North America;United States;California;Fresno County;;;;	Dipodomys					California		agilis				United States					79			
								US				ICZN		1947		North America								3053		species									104	1					San Bernardino	1947-04-14				en		104							Lucerne Valley		PhysicalObject			urn:catalog:CCBER:Mammals:3053			Rodentia						native				Mammals	Mammalia	Heteromyidae								total length in mm: 246	North America; United States; California; San Bernardino County; Lucerne Valley	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Dipodomys merriami		14						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	CCBER	Erickson, Mary							North America;United States;California;San Bernardino County;;;;	Dipodomys					California		merriami				United States					1176			
								US				ICZN				North America								3054		species										1					Riverside					en									Joshua Tree National Park		PhysicalObject			urn:catalog:CCBER:Mammals:3054			Rodentia						native				Mammals	Mammalia	Heteromyidae								total length in mm: 250	North America; United States; California; Riverside County; Joshua Tree National Park	2013-12-24										adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Dipodomys merriami								male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	CCBER	Reynolds, Gary							North America;United States;California;Riverside County;;;;	Dipodomys					California		merriami				United States					5			
								US				ICZN		1950		North America								3055		species									101	1					San Bernardino	1950-04-11				en		101							Lucerne		PhysicalObject			urn:catalog:CCBER:Mammals:3055			Rodentia						native				Mammals	Mammalia	Heteromyidae								total length in mm: 290	North America; United States; California; San Bernardino County; Lucerne	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Dipodomys panamintinus		11						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	CCBER	Donthit, J.							North America;United States;California;San Bernardino County;;;;	Dipodomys					California		panamintinus				United States					2			
								US				ICZN		1948		North America						Panza, Robin		3056		species									172	1					Humboldt	1948-06-20				en		172							101 hwy. 8 mi. N Weott		PhysicalObject			urn:catalog:CCBER:Mammals:3056			Rodentia						native				Mammals	Mammalia	Cricetidae									North America; United States; California; Humboldt County; 101 hwy. 8 mi. N Weott	2013-12-24	6									adult					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus		20						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Erickson, Mary							North America;United States;California;Humboldt County;;;;	Peromyscus					California		maniculatus				United States					1219			
								US				ICZN		1954		North America								3057		species									113	1					Santa Barbara	1954-04-23				en		113							Rattlesnake Canyon		PhysicalObject			urn:catalog:CCBER:Mammals:3057			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 217	North America; United States; California; Santa Barbara County; Rattlesnake Canyon	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		23						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Erickson, Craig							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States					10			
								US				ICZN		1962		North America						Panza, Robin		3059		species									133	1					San Bernardino	1962-05-13				en		133							1 mi. W Troy, US 66		PhysicalObject			urn:catalog:CCBER:Mammals:3059			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 172	North America; United States; California; San Bernardino County; 1 mi. W Troy, US 66	2013-12-24	5									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus eremicus		13						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Warrick, Ted							North America;United States;California;San Bernardino County;;;;	Peromyscus					California		eremicus				United States					2			
								US				ICZN		1959		North America								3060		species									139	1					Santa Barbara	1959-05-19				en		139							8 mi. NW Santa Barbara, San Marcos Pass		PhysicalObject			urn:catalog:CCBER:Mammals:3060			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 191	North America; United States; California; Santa Barbara County; 8 mi. NW Santa Barbara, San Marcos Pass	2013-12-24	5									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus californicus		19						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Key, C.							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		californicus				United States					3			
								US				ICZN		1961		North America						Panza, Robin		3061		species									83	1					Santa Barbara	1961-03-24				en		83							San Marcos Rd., near Trout Club		PhysicalObject			urn:catalog:CCBER:Mammals:3061			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 218	North America; United States; California; Santa Barbara County; San Marcos Rd., near Trout Club	2013-12-24	3									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus truei		24						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Murie, M.							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		truei				United States					413			
